Time[s], vd1.8V
77.73234122, 0
77.73313748, 1
77.76625110, 0
77.76646798, 1
77.79959598, 0
77.79980813, 1
77.83293519, 0
77.83312719, 1
77.86625464, 0
77.86647746, 1
77.89960490, 0
77.89978760, 1
77.93291703, 0
77.93311173, 1
77.96623401, 0
77.96950437, 1
78.00262737, 0
78.00287167, 1
78.03599526, 0
78.03618484, 1
78.06930738, 0
78.07077494, 1
78.10389804, 0
78.10410077, 1
78.13722322, 0
78.13954583, 1
78.17265938, 0
78.17292519, 1
78.20603866, 0
78.20623289, 1
78.23934711, 0
78.24364008, 1
78.27676900, 0
78.27698839, 1
78.31011745, 0
78.31055519, 1
78.34368335, 0
78.34586559, 1
78.37899373, 0
78.37918377, 1
78.41233108, 0
78.41256760, 1
78.44571334, 0
78.44590189, 1
78.47904765, 0
78.47982109, 1
78.51296686, 0
78.51368135, 1
78.54682716, 0
78.54701591, 1
78.58016143, 0
78.58035939, 1
78.61350563, 0
78.61369695, 1
78.64684619, 0
78.64804550, 1
78.68119210, 0
78.68141046, 1
78.71455923, 0
78.71598202, 1
78.74913010, 0
78.74934444, 1
78.78249135, 0
78.78274612, 1
78.81589248, 0
78.81610428, 1
78.84925005, 0
78.84944382, 1
78.88259013, 0
78.88286422, 1
78.91601055, 0
78.91947404, 1
78.95261980, 0
78.95283039, 1
78.98597560, 0
78.98743934, 1
79.02058744, 0
79.02176102, 1
79.05490624, 0
79.05513295, 1
79.08827859, 0
79.09303158, 1
79.12617786, 0
79.12645709, 1
79.15960404, 0
79.16028449, 1
79.19343126, 0
79.19373788, 1
79.22688941, 0
79.22855769, 1
79.26170952, 0
79.26193930, 1
79.29509020, 0
79.29652559, 1
79.32967653, 0
79.32989441, 1
80.46961833, 0
80.46981814, 1
80.50296637, 0
80.50317656, 1
80.53633091, 0
80.53750299, 1
80.57065564, 0
80.57508699, 1
80.60823814, 0
80.61157225, 1
80.64472452, 0
80.64491321, 1
80.67806478, 0
80.67982897, 1
80.71297518, 0
80.71479082, 1
80.74793812, 0
80.74957000, 1
80.78271670, 0
80.78292153, 1
80.81606736, 0
80.81629732, 1
80.84944340, 0
80.85099174, 1
80.88413690, 0
80.88459078, 1
80.91773712, 0
80.91794147, 1
80.95108737, 0
80.95411834, 1
80.98726425, 0
80.99096096, 1
81.02410701, 0
81.02433710, 1
81.05748358, 0
81.06024548, 1
81.09339249, 0
81.09361658, 1
81.12676195, 0
81.12839590, 1
81.16154245, 0
81.16176600, 1
81.19491228, 0
81.19512498, 1
81.22827110, 0
81.22851659, 1
81.26166337, 0
81.26184510, 1
81.29499059, 0
81.29888721, 1
81.33203277, 0
81.33247030, 1
81.36561626, 0
81.36582161, 1
81.39896778, 0
81.40131486, 1
81.43445995, 0
81.43467933, 1
81.46782520, 0
81.46837609, 1
81.50150423, 0
81.50169883, 1
81.53482616, 0
81.53503844, 1
81.56816741, 0
81.57567078, 1
81.60879828, 0
81.60955223, 1
81.64266675, 0
81.64441776, 1
81.67753176, 0
81.67992233, 1
81.71303601, 0
81.71326008, 1
81.74637397, 0
81.74810399, 1
81.78122848, 0
81.78146343, 1
81.81836057, 0
81.81855794, 1
81.85186114, 0
81.85781291, 1
81.89093653, 0
81.89117478, 1
81.92429757, 0
81.92478740, 1
81.95791061, 0
81.95967455, 1
81.99280262, 0
81.99468039, 1
82.02780919, 0
82.02823818, 1
82.06136708, 0
82.06155748, 1
82.09468630, 0
82.09488094, 1
82.12800963, 0
82.12942335, 1
82.16253780, 0
82.16274554, 1
82.19586084, 0
82.19608172, 1
82.22919537, 0
82.22937592, 1
82.26248971, 0
82.26342921, 1
82.29654420, 0
82.29673128, 1
82.32984548, 0
82.33176661, 1
82.36489483, 0
82.36513365, 1
82.39825631, 0
82.39844203, 1
82.43156472, 0
82.43252315, 1
82.46564743, 0
82.46582229, 1
82.49896180, 0
82.49915204, 1
82.53229089, 0
82.53251515, 1
82.56564670, 0
82.56588532, 1
82.59901663, 0
82.59920963, 1
82.63235512, 0
82.63254096, 1
82.66569231, 0
82.66803858, 1
82.70118460, 0
82.70639817, 1
82.73955231, 0
82.73978567, 1
82.77293488, 0
82.77797933, 1
82.81113972, 0
82.81186709, 1
82.84494518, 0
82.84678409, 1
84.09953656, 0
84.09971169, 1
84.13282476, 0
84.13323523, 1
84.16662958, 0
84.16681225, 1
84.19996458, 0
84.20366221, 1
84.23680862, 0
84.23702216, 1
84.27016835, 0
84.27421707, 1
84.30736309, 0
84.30755450, 1
84.34070091, 0
84.34090524, 1
84.37403703, 0
84.37559808, 1
84.40872988, 0
84.40893296, 1
84.44207180, 0
84.44371890, 1
84.47685771, 0
84.47866875, 1
84.51179901, 0
84.51202786, 1
84.54514230, 0
84.54712704, 1
84.58024945, 0
84.58042350, 1
84.61355053, 0
84.61551203, 1
84.64862656, 0
84.64908613, 1
84.68220036, 0
84.68245110, 1
84.71556536, 0
84.72017883, 1
84.75329291, 0
84.75637323, 1
84.78948721, 0
84.78970054, 1
84.82281374, 0
84.82305703, 1
84.85617107, 0
84.85638685, 1
84.88951498, 0
84.88978069, 1
84.92290851, 0
84.92404390, 1
84.95717302, 0
84.95738112, 1
84.99050964, 0
84.99273983, 1
85.02586787, 0
85.02608458, 1
85.05920664, 0
85.06016532, 1
85.09328786, 0
85.09460375, 1
85.12772653, 0
85.12792760, 1
85.16105041, 0
85.16239854, 1
85.19552143, 0
85.19571937, 1
85.22884229, 0
85.22902756, 1
85.26214112, 0
85.26557172, 1
85.29868619, 0
85.29887594, 1
85.33199653, 0
85.33602158, 1
85.36915120, 0
85.37239704, 1
85.40552536, 0
85.40580784, 1
85.43893645, 0
85.44046599, 1
85.47359557, 0
85.47379487, 1
85.50694075, 0
85.50715005, 1
85.54029497, 0
85.54281169, 1
85.57595779, 0
85.57616272, 1
85.60930828, 0
85.60953086, 1
85.64267651, 0
85.64296677, 1
85.67611179, 0
85.67632631, 1
85.70947227, 0
85.70966695, 1
85.74281224, 0
85.74302485, 1
85.77617041, 0
85.78089240, 1
85.81403845, 0
85.81464835, 1
85.84779470, 0
85.84804319, 1
85.88118870, 0
85.88841759, 1
85.92156375, 0
85.92181081, 1
85.95495671, 0
85.95658025, 1
85.98972664, 0
85.99160363, 1
86.02474954, 0
86.02495697, 1
86.05810251, 0
86.05831914, 1
86.09146555, 0
86.09173818, 1
86.12488368, 0
86.12692017, 1
86.16006670, 0
86.16275927, 1
86.19590580, 0
86.19612104, 1
86.22926702, 0
86.23054698, 1
86.26369241, 0
86.26388615, 1
86.29703131, 0
86.29722294, 1
86.33037541, 0
86.33511200, 1
86.36826283, 0
86.36847263, 1
86.40162381, 0
86.40261467, 1
86.43576730, 0
86.43915773, 1
87.48044333, 0
87.48708664, 1
87.52023271, 0
87.52041914, 1
87.55357096, 0
87.55378728, 1
87.58693826, 0
87.58717158, 1
87.62032338, 0
87.62056894, 1
87.65372107, 0
87.65464077, 1
87.68779320, 0
87.68800856, 1
87.72115418, 0
87.72278415, 1
87.75592994, 0
87.75614435, 1
87.78929121, 0
87.79286883, 1
87.82601419, 0
87.82625267, 1
87.85939928, 0
87.85960973, 1
87.89275641, 0
87.89331027, 1
87.92645706, 0
87.92666867, 1
87.95981626, 0
87.96259547, 1
87.99574175, 0
87.99613520, 1
88.02928078, 0
88.02948819, 1
88.06263428, 0
88.06332645, 1
88.09647322, 0
88.09666906, 1
88.12981637, 0
88.13003729, 1
88.16318272, 0
88.16779764, 1
88.20094421, 0
88.20122439, 1
88.23437132, 0
88.23572593, 1
88.26887149, 0
88.26934299, 1
88.30248931, 0
88.30272429, 1
88.33587055, 0
88.33753533, 1
88.37068187, 0
88.37087683, 1
88.40402262, 0
88.40538346, 1
88.43853063, 0
88.44020474, 1
88.47335145, 0
88.47416713, 1
88.50729552, 0
88.51103993, 1
88.54416768, 0
88.54466179, 1
88.57778958, 0
88.57887405, 1
88.61200281, 0
88.61823821, 1
88.65135277, 0
88.65154159, 1
88.68465831, 0
88.68492721, 1
88.71804099, 0
88.71828204, 1
88.75139633, 0
88.75309060, 1
88.78621347, 0
88.78880257, 1
88.82192561, 0
88.82243660, 1
88.85555922, 0
88.86055531, 1
88.89367824, 0
88.89388866, 1
88.92701113, 0
88.92802224, 1
88.96114491, 0
88.96134126, 1
88.99446986, 0
88.99466899, 1
89.02779930, 0
89.02894367, 1
89.06207141, 0
89.06267121, 1
89.09579834, 0
89.09607802, 1
89.12920584, 0
89.12938149, 1
89.16249605, 0
89.16552299, 1
89.19863735, 0
89.20309279, 1
89.23620865, 0
89.23638487, 1
89.26950135, 0
89.26970628, 1
89.30281962, 0
89.30306277, 1
89.33617594, 0
89.33638312, 1
89.36951173, 0
89.37113947, 1
89.40426231, 0
89.40444680, 1
89.43756958, 0
89.43777852, 1
89.47090380, 0
89.47111918, 1
89.50425821, 0
89.50446265, 1
89.53760120, 0
89.53781669, 1
89.57094822, 0
89.57116908, 1
89.60430124, 0
89.60450363, 1
89.63765173, 0
89.63994387, 1
89.67309513, 0
89.67332642, 1
89.70647173, 0
89.70665763, 1
89.73980655, 0
89.73998219, 1
89.77313095, 0
89.77331567, 1
89.80647757, 0
89.80946437, 1
89.84254301, 0
89.84273555, 1
91.09297444, 0
91.09322197, 1
91.12632136, 0
91.12654132, 1
91.15970115, 0
91.15989407, 1
91.19304823, 0
91.19329112, 1
91.22643706, 0
91.22663567, 1
91.25986599, 0
91.26010248, 1
91.29346925, 0
91.29387813, 1
91.32702393, 0
91.33034671, 1
91.36347851, 0
91.36373370, 1
91.39686611, 0
91.39715423, 1
91.43029652, 0
91.43446898, 1
91.46760798, 0
91.46781937, 1
91.50094820, 0
91.50391727, 1
91.53703175, 0
91.53723291, 1
91.57035533, 0
91.57248534, 1
91.60561381, 0
91.60584119, 1
91.63895572, 0
91.63917129, 1
91.67228684, 0
91.67252243, 1
91.70563715, 0
91.70583667, 1
91.73895238, 0
91.73918771, 1
91.77230116, 0
91.77351123, 1
91.80662482, 0
91.80683668, 1
91.83995130, 0
91.84135417, 1
91.87448225, 0
91.87621593, 1
91.90934338, 0
91.90957669, 1
91.94270502, 0
91.94842400, 1
91.98155410, 0
91.98181888, 1
92.01494656, 0
92.01576312, 1
92.04888686, 0
92.04985092, 1
92.08297384, 0
92.08320422, 1
92.11632698, 0
92.11766185, 1
92.15078590, 0
92.15099760, 1
92.18412090, 0
92.18433696, 1
92.21746011, 0
92.22126704, 1
92.25438110, 0
92.25460074, 1
92.28771453, 0
92.28830452, 1
92.32141840, 0
92.32268356, 1
92.35581184, 0
92.35602008, 1
92.38914890, 0
92.39622788, 1
92.42935591, 0
92.42956844, 1
92.46269962, 0
92.46298210, 1
92.49612768, 0
92.49894920, 1
92.53209556, 0
92.53281246, 1
92.56595815, 0
92.56867573, 1
92.60182223, 0
92.60368819, 1
92.63683678, 0
92.63704327, 1
92.67018930, 0
92.67041194, 1
92.70355960, 0
92.70381530, 1
92.73696303, 0
92.73741211, 1
92.77055983, 0
92.77082724, 1
92.80397471, 0
92.80419835, 1
92.83824430, 0
92.83849977, 1
92.87164703, 0
92.87190799, 1
92.90505488, 0
92.90533090, 1
92.93847971, 0
92.93870958, 1
92.97185646, 0
92.97240364, 1
93.00555199, 0
93.00578424, 1
93.03893149, 0
93.03920706, 1
93.07235456, 0
93.07341106, 1
93.10655845, 0
93.10680785, 1
93.13995616, 0
93.14016460, 1
93.17331171, 0
93.17351363, 1
93.20666113, 0
93.20691870, 1
93.24006737, 0
93.24155811, 1
93.27470601, 0
93.27612458, 1
93.30927547, 0
93.31378224, 1
93.34693421, 0
93.35151856, 1
93.38467067, 0
93.38486611, 1
93.41801684, 0
93.41938444, 1
94.52320112, 0
94.52381979, 1
94.55696601, 0
94.55715911, 1
94.59031069, 0
94.59052090, 1
94.62367228, 0
94.62385099, 1
94.65700198, 0
94.65718234, 1
94.69033344, 0
94.69538828, 1
94.72854233, 0
94.72923127, 1
94.76237657, 0
94.76288285, 1
94.79602914, 0
94.79798371, 1
94.83113005, 0
94.83131117, 1
94.86445703, 0
94.86516896, 1
94.89831484, 0
94.89850367, 1
94.93164958, 0
94.93187865, 1
94.96502507, 0
94.96522719, 1
94.99837297, 0
94.99855388, 1
